"review_id","analysis_id","n_effects"
"CD011762","CD011762_G11_N4",27
"CD011762","CD011762_G11_N5",12
"CD011762","CD011762_G11_N6",16
"CD011762","CD011762_G2_N11",11
"CD011762","CD011762_G2_N2",6
"CD011762","CD011762_G2_N3",12
"CD011762","CD011762_G2_N4",12
"CD011762","CD011762_G2_N5",13
"CD011762","CD011762_G2_N6",16
"CD011762","CD011762_G3_N1",1
"CD011762","CD011762_G3_N10",3
"CD011762","CD011762_G3_N2",8
"CD011762","CD011762_G3_N3",16
"CD011762","CD011762_G3_N4",26
"CD011762","CD011762_G3_N5",10
"CD011762","CD011762_G3_N6",22
"CD011762","CD011762_G4_N1",7
"CD011762","CD011762_G4_N11",8
"CD011762","CD011762_G4_N2",8
"CD011762","CD011762_G4_N3",12
"CD011762","CD011762_G4_N4",17
"CD011762","CD011762_G4_N5",6
"CD011762","CD011762_G4_N6",11
"CD011762","CD011762_G5_N1",19
"CD011762","CD011762_G5_N11",8
"CD011762","CD011762_G5_N2",15
"CD011762","CD011762_G5_N3",14
"CD011762","CD011762_G5_N4",32
"CD011762","CD011762_G5_N5",13
"CD011762","CD011762_G5_N6",19
"CD011762","CD011762_G5_N8",10
"CD011762","CD011762_G6_N1",6
"CD011762","CD011762_G6_N11",5
"CD011762","CD011762_G6_N2",9
"CD011762","CD011762_G6_N3",10
"CD011762","CD011762_G6_N4",26
"CD011762","CD011762_G6_N5",11
"CD011762","CD011762_G6_N6",15
"CD011762","CD011762_G7_N1",13
"CD011762","CD011762_G7_N2",22
"CD011762","CD011762_G7_N3",22
"CD011762","CD011762_G7_N4",25
"CD011762","CD011762_G7_N5",3
"CD011762","CD011762_G7_N6",2
"CD011762","CD011762_G7_N7",2
"CD011762","CD011762_G7_N8",5
"CD011762","CD011762_G7_N9",13
"CD011762","CD011762_G8_N1",27
"CD011762","CD011762_G9_N1",11
"CD011762","CD011762_G9_N14",11
"CD011762","CD011762_G9_N2",21
"CD011762","CD011762_G9_N3",21
"CD011762","CD011762_G9_N4",26
"CD011762","CD011762_G9_N5",12
"CD011762","CD011762_G9_N6",15
"CD011778","CD011778_G1_N1",38
"CD011778","CD011778_G1_N10",15
"CD011778","CD011778_G1_N2",17
"CD011778","CD011778_G1_N3",13
"CD011778","CD011778_G1_N4",7
"CD011778","CD011778_G1_N5",37
"CD011778","CD011778_G1_N6",15
"CD011778","CD011778_G1_N7",13
"CD011778","CD011778_G1_N8",4
"CD011778","CD011778_G1_N9",17
"CD011778","CD011778_G2_N1",6
"CD011778","CD011778_G2_N2",2
"CD011778","CD011778_G2_N3",5
"CD011778","CD011778_G2_N5",5
"CD011778","CD011778_G2_N6",1
"CD011778","CD011778_G2_N7",2
"CD011800","CD011800_G2_N1",1
"CD011800","CD011800_G2_N6",1
"CD011841","CD011841_G10_N1",3
"CD011841","CD011841_G10_N2",2
"CD011841","CD011841_G10_N3",2
"CD011841","CD011841_G10_N4",1
"CD011841","CD011841_G12_N4",1
"CD011841","CD011841_G13_N4",1
"CD011841","CD011841_G22_N5",1
"CD011841","CD011841_G22_N7",1
"CD011841","CD011841_G5_N3",1
"CD011885","CD011885_G1_N11",1
"CD011885","CD011885_G1_N14",2
"CD011885","CD011885_G1_N16",2
"CD011885","CD011885_G2_N2",5
"CD011885","CD011885_G2_N4",4
"CD012067","CD012067_G1_N16",1
"CD012067","CD012067_G1_N3",3
"CD012067","CD012067_G16_N2",2
"CD012067","CD012067_G16_N3",1
"CD012067","CD012067_G16_N5",1
"CD012067","CD012067_G20_N5",1
"CD012067","CD012067_G22_N6",1
"CD012067","CD012067_G22_N8",1
"CD012067","CD012067_G24_N16",1
"CD012067","CD012067_G24_N18",2
"CD012067","CD012067_G24_N3",2
"CD012067","CD012067_G24_N7",1
"CD012067","CD012067_G27_N3",1
"CD012067","CD012067_G3_N2",2
"CD012067","CD012067_G4_N3",1
"CD012067","CD012067_G4_N4",2
"CD012067","CD012067_G5_N1",2
"CD012067","CD012067_G5_N2",4
"CD012067","CD012067_G5_N23",1
"CD012067","CD012067_G5_N3",3
"CD012067","CD012067_G6_N1",4
"CD012067","CD012067_G6_N9",4
"CD012067","CD012067_G8_N2",1
"CD012067","CD012067_G8_N3",1
"CD012067","CD012067_G8_N5",3
"CD012067","CD012067_G8_N6",1
"CD012067","CD012067_G8_N7",1
"CD012067","CD012067_G8_N8",4
"CD012067","CD012067_G9_N1",2
"CD012067","CD012067_G9_N11",1
"CD012067","CD012067_G9_N13",2
"CD012067","CD012067_G9_N14",2
"CD012067","CD012067_G9_N8",1
"CD012079","CD012079_G1_N15",9
"CD012079","CD012079_G1_N20",26
"CD012079","CD012079_G1_N23",1
"CD012079","CD012079_G1_N24",26
"CD012079","CD012079_G3_N14",3
"CD012152","CD012152_G1_N11",1
"CD012152","CD012152_G1_N19",2
"CD012152","CD012152_G1_N2",2
"CD012152","CD012152_G1_N23",2
"CD012152","CD012152_G1_N28",2
"CD012152","CD012152_G1_N33",1
"CD012152","CD012152_G1_N5",2
"CD012152","CD012152_G1_N9",2
"CD012170","CD012170_G1_N1",4
"CD012170","CD012170_G1_N2",2
"CD012170","CD012170_G2_N1",5
"CD012170","CD012170_G2_N2",2
"CD012170","CD012170_G3_N1",7
"CD012170","CD012170_G4_N1",8
"CD012170","CD012170_G4_N2",6
"CD012170","CD012170_G5_N1",8
"CD012170","CD012170_G5_N2",8
"CD012170","CD012170_G6_N1",2
"CD012170","CD012170_G6_N2",2
"CD012170","CD012170_G6_N3",3
"CD012170","CD012170_G7_N1",2
"CD012214","CD012214_G1_N4",1
"CD012214","CD012214_G2_N1",4
"CD012214","CD012214_G3_N1",1
"CD012214","CD012214_G3_N3",1
"CD012214","CD012214_G3_N4",1
"CD012214","CD012214_G3_N5",4
"CD012335","CD012335_G1_N1",2
"CD012335","CD012335_G1_N10",1
"CD012335","CD012335_G1_N11",1
"CD012335","CD012335_G1_N12",2
"CD012335","CD012335_G1_N13",20
"CD012335","CD012335_G1_N2",2
"CD012335","CD012335_G1_N3",2
"CD012335","CD012335_G1_N4",2
"CD012335","CD012335_G1_N5",2
"CD012335","CD012335_G1_N6",2
"CD012335","CD012335_G1_N7",2
"CD012335","CD012335_G1_N8",2
"CD012335","CD012335_G1_N9",1
"CD012397","CD012397_G1_N1",2
"CD012397","CD012397_G1_N2",1
"CD012426","CD012426_G1_N1",3
"CD012426","CD012426_G1_N2",4
"CD012426","CD012426_G1_N3",3
"CD012426","CD012426_G1_N4",4
"CD012426","CD012426_G1_N5",3
"CD012426","CD012426_G2_N1",2
"CD012426","CD012426_G2_N2",2
"CD012426","CD012426_G2_N3",3
"CD012426","CD012426_G2_N4",3
"CD012429","CD012429_G1_N1",3
"CD012445","CD012445_G1_N1",1
"CD012445","CD012445_G1_N10",2
"CD012445","CD012445_G1_N3",1
"CD012445","CD012445_G1_N7",2
"CD012445","CD012445_G1_N9",1
"CD012445","CD012445_G2_N1",2
"CD012445","CD012445_G2_N2",1
"CD012445","CD012445_G2_N3",1
"CD012445","CD012445_G2_N7",1
"CD012445","CD012445_G2_N9",1
"CD012503","CD012503_G1_N1",1
"CD012503","CD012503_G2_N1",4
"CD012503","CD012503_G2_N2",3
"CD012503","CD012503_G2_N3",14
"CD012503","CD012503_G2_N4",3
"CD012503","CD012503_G2_N5",16
"CD012503","CD012503_G3_N2",10
"CD012503","CD012503_G3_N3",7
"CD012503","CD012503_G3_N4",10
"CD012503","CD012503_G3_N5",10
"CD012503","CD012503_G4_N1",3
"CD012503","CD012503_G5_N2",11
"CD012503","CD012503_G5_N3",6
"CD012503","CD012503_G5_N4",11
"CD012503","CD012503_G5_N5",11
"CD012503","CD012503_G6_N1",1
"CD012503","CD012503_G7_N1",3
"CD012503","CD012503_G7_N2",12
"CD012503","CD012503_G7_N3",9
"CD012503","CD012503_G7_N4",12
"CD012503","CD012503_G7_N5",12
"CD012503","CD012503_G8_N1",1
"CD012532","CD012532_G1_N1",1
"CD012532","CD012532_G1_N2",1
"CD012532","CD012532_G2_N1",1
"CD012532","CD012532_G2_N2",1
"CD012532","CD012532_G3_N1",1
"CD012532","CD012532_G3_N2",1
"CD012532","CD012532_G4_N1",1
"CD012532","CD012532_G4_N2",1
"CD012532","CD012532_G5_N1",1
"CD012532","CD012532_G5_N2",1
"CD012532","CD012532_G6_N1",1
"CD012532","CD012532_G6_N2",1
"CD012532","CD012532_G7_N1",1
"CD012532","CD012532_G7_N2",1
"CD012586","CD012586_G1_N9",1
"CD012586","CD012586_G16_N5",1
"CD012586","CD012586_G2_N1",1
"CD012586","CD012586_G2_N2",1
"CD012586","CD012586_G20_N3",1
"CD012586","CD012586_G27_N7",1
"CD012586","CD012586_G28_N2",1
"CD012586","CD012586_G4_N1",1
"CD012586","CD012586_G8_N1",2
"CD012635","CD012635_G1_N3",1
"CD012635","CD012635_G2_N1",1
"CD012635","CD012635_G2_N2",1
"CD012635","CD012635_G2_N4",1
"CD012635","CD012635_G2_N6",1
"CD012635","CD012635_G2_N9",1
"CD012635","CD012635_G3_N1",1
"CD012635","CD012635_G3_N2",1
"CD012635","CD012635_G3_N3",1
"CD012635","CD012635_G4_N4",1
"CD012693","CD012693_G1_N7",6
"CD012693","CD012693_G2_N24",6
"CD012693","CD012693_G2_N7",10
"CD012693","CD012693_G3_N17",1
"CD012693","CD012693_G3_N26",6
"CD012693","CD012693_G3_N7",1
"CD012693","CD012693_G4_N7",7
"CD012693","CD012693_G5_N10",1
"CD012693","CD012693_G5_N7",1
"CD012693","CD012693_G5_N8",1
"CD012693","CD012693_G5_N9",1
"CD012693","CD012693_G6_N10",1
"CD012693","CD012693_G6_N7",1
"CD012693","CD012693_G6_N8",1
"CD012693","CD012693_G6_N9",1
"CD012693","CD012693_G7_N10",1
"CD012693","CD012693_G7_N7",1
"CD012693","CD012693_G7_N8",1
"CD012693","CD012693_G7_N9",1
"CD012712","CD012712_G2_N1",1
"CD012712","CD012712_G2_N12",1
"CD012712","CD012712_G2_N18",1
"CD012712","CD012712_G2_N2",1
"CD012712","CD012712_G2_N7",1
"CD012712","CD012712_G4_N1",1
"CD012712","CD012712_G4_N3",3
"CD012712","CD012712_G4_N4",1
"CD012712","CD012712_G6_N20",1
"CD012718","CD012718_G1_N1",1
"CD012718","CD012718_G1_N2",2
"CD012718","CD012718_G1_N3",1
"CD012718","CD012718_G1_N5",1
"CD012718","CD012718_G1_N6",1
"CD012718","CD012718_G1_N7",1
"CD012718","CD012718_G2_N1",3
"CD012718","CD012718_G2_N2",1
"CD012718","CD012718_G2_N4",1
"CD012718","CD012718_G3_N1",1
"CD012718","CD012718_G3_N10",1
"CD012718","CD012718_G3_N2",1
"CD012718","CD012718_G3_N4",3
"CD012718","CD012718_G3_N6",1
"CD012718","CD012718_G3_N7",1
"CD012718","CD012718_G3_N8",2
"CD012718","CD012718_G5_N2",1
"CD012718","CD012718_G6_N2",1
"CD012718","CD012718_G7_N1",1
"CD012718","CD012718_G7_N2",1
"CD012718","CD012718_G7_N3",1
"CD012718","CD012718_G9_N1",1
"CD012757","CD012757_G1_N1",1
"CD012757","CD012757_G1_N2",1
"CD012850","CD012850_G2_N2",1
"CD012850","CD012850_G2_N7",1
"CD012886","CD012886_G1_N1",1
"CD012886","CD012886_G1_N10",2
"CD012886","CD012886_G1_N11",1
"CD012886","CD012886_G1_N12",1
"CD012886","CD012886_G1_N13",2
"CD012886","CD012886_G1_N14",2
"CD012886","CD012886_G1_N15",1
"CD012886","CD012886_G1_N16",2
"CD012886","CD012886_G1_N17",2
"CD012886","CD012886_G1_N18",2
"CD012886","CD012886_G1_N19",2
"CD012886","CD012886_G1_N2",1
"CD012886","CD012886_G1_N20",1
"CD012886","CD012886_G1_N21",1
"CD012886","CD012886_G1_N22",1
"CD012886","CD012886_G1_N3",1
"CD012886","CD012886_G1_N4",1
"CD012886","CD012886_G1_N5",1
"CD012886","CD012886_G1_N6",5
"CD012886","CD012886_G1_N7",5
"CD012886","CD012886_G1_N8",2
"CD012886","CD012886_G1_N9",2
"CD012886","CD012886_G2_N1",1
"CD012886","CD012886_G2_N2",1
"CD012886","CD012886_G2_N3",1
"CD012886","CD012886_G2_N4",1
"CD012886","CD012886_G2_N5",1
"CD012886","CD012886_G3_N1",2
"CD012886","CD012886_G4_N1",2
"CD012886","CD012886_G5_N1",2
"CD012891","CD012891_G1_N1",1
"CD012891","CD012891_G1_N3",2
"CD012891","CD012891_G3_N1",1
"CD012891","CD012891_G3_N10",1
"CD012891","CD012891_G3_N11",2
"CD012891","CD012891_G3_N4",1
"CD012891","CD012891_G3_N5",1
"CD012891","CD012891_G3_N6",2
"CD012891","CD012891_G3_N8",5
"CD012891","CD012891_G3_N9",1
"CD012905","CD012905_G1_N1",8
"CD012905","CD012905_G1_N2",6
"CD012905","CD012905_G1_N3",6
"CD012905","CD012905_G2_N1",4
"CD012925","CD012925_G1_N1",13
"CD012925","CD012925_G1_N2",1
"CD012925","CD012925_G1_N3",11
"CD012925","CD012925_G1_N6",3
"CD012925","CD012925_G1_N7",7
"CD012925","CD012925_G1_N8",5
"CD012925","CD012925_G2_N1",1
"CD012925","CD012925_G2_N3",1
"CD012925","CD012925_G2_N5",1
"CD012925","CD012925_G3_N1",5
"CD012925","CD012925_G3_N3",3
"CD012925","CD012925_G3_N4",10
"CD012925","CD012925_G3_N5",13
"CD012925","CD012925_G3_N6",4
"CD012925","CD012925_G3_N7",1
"CD012942","CD012942_G1_N1",4
"CD012942","CD012942_G1_N2",20
"CD012942","CD012942_G1_N3",1
"CD012942","CD012942_G1_N5",1
"CD012942","CD012942_G1_N7",1
"CD012942","CD012942_G10_N1",3
"CD012942","CD012942_G10_N2",4
"CD012942","CD012942_G11_N1",3
"CD012942","CD012942_G11_N2",29
"CD012942","CD012942_G11_N4",1
"CD012942","CD012942_G11_N9",1
"CD012942","CD012942_G12_N1",1
"CD012942","CD012942_G12_N2",32
"CD012942","CD012942_G12_N5",1
"CD012942","CD012942_G2_N1",3
"CD012942","CD012942_G2_N2",36
"CD012942","CD012942_G2_N5",1
"CD012942","CD012942_G2_N9",1
"CD012942","CD012942_G3_N2",18
"CD012942","CD012942_G3_N3",1
"CD012942","CD012942_G3_N4",1
"CD012942","CD012942_G4_N1",3
"CD012942","CD012942_G4_N2",15
"CD012942","CD012942_G4_N3",1
"CD012942","CD012942_G4_N4",1
"CD012942","CD012942_G4_N6",1
"CD012942","CD012942_G4_N8",1
"CD012942","CD012942_G5_N1",28
"CD012942","CD012942_G5_N2",34
"CD012942","CD012942_G5_N3",1
"CD012942","CD012942_G5_N4",2
"CD012942","CD012942_G5_N5",1
"CD012942","CD012942_G5_N8",1
"CD012942","CD012942_G6_N1",1
"CD012942","CD012942_G6_N10",1
"CD012942","CD012942_G6_N2",19
"CD012942","CD012942_G6_N5",1
"CD012942","CD012942_G6_N6",1
"CD012942","CD012942_G6_N9",1
"CD012942","CD012942_G7_N2",23
"CD012942","CD012942_G7_N4",1
"CD012942","CD012942_G8_N2",5
"CD012942","CD012942_G9_N2",3
"CD012993","CD012993_G5_N1",2
"CD012993","CD012993_G5_N2",1
"CD012993","CD012993_G5_N3",1
"CD013023","CD013023_G10_N1",1
"CD013023","CD013023_G10_N2",1
"CD013023","CD013023_G10_N3",1
"CD013023","CD013023_G11_N1",1
"CD013023","CD013023_G11_N2",1
"CD013023","CD013023_G2_N5",1
"CD013023","CD013023_G4_N2",1
"CD013023","CD013023_G4_N3",1
"CD013023","CD013023_G5_N4",1
"CD013023","CD013023_G6_N1",1
"CD013023","CD013023_G6_N2",1
"CD013023","CD013023_G7_N1",1
"CD013023","CD013023_G7_N2",1
"CD013023","CD013023_G7_N3",1
"CD013023","CD013023_G7_N4",1
"CD013023","CD013023_G9_N1",1
"CD013023","CD013023_G9_N2",1
"CD013023","CD013023_G9_N3",1
"CD013023","CD013023_G9_N4",1
"CD013038","CD013038_G1_N1",1
"CD013038","CD013038_G1_N2",1
"CD013038","CD013038_G1_N3",1
"CD013038","CD013038_G1_N4",3
"CD013038","CD013038_G1_N6",1
"CD013038","CD013038_G1_N8",3
"CD013038","CD013038_G1_N9",2
"CD013042","CD013042_G11_N1",1
"CD013042","CD013042_G11_N2",1
"CD013042","CD013042_G2_N1",5
"CD013042","CD013042_G2_N2",1
"CD013042","CD013042_G2_N3",2
"CD013042","CD013042_G2_N6",1
"CD013042","CD013042_G2_N8",1
"CD013042","CD013042_G3_N1",3
"CD013042","CD013042_G3_N6",1
"CD013042","CD013042_G3_N8",1
"CD013042","CD013042_G4_N2",1
"CD013042","CD013042_G4_N3",1
"CD013042","CD013042_G4_N4",1
"CD013042","CD013042_G5_N1",1
"CD013042","CD013042_G6_N1",1
"CD013042","CD013042_G6_N2",1
"CD013042","CD013042_G6_N5",1
"CD013042","CD013042_G7_N1",2
"CD013042","CD013042_G7_N2",2
"CD013042","CD013042_G7_N3",2
"CD013042","CD013042_G7_N6",2
"CD013055","CD013055_G4_N1",1
"CD013078","CD013078_G1_N1",2
"CD013078","CD013078_G1_N2",3
"CD013078","CD013078_G3_N1",1
"CD013078","CD013078_G3_N2",1
"CD013078","CD013078_G3_N3",1
"CD013078","CD013078_G3_N4",1
"CD013078","CD013078_G3_N5",1
"CD013078","CD013078_G3_N6",1
"CD013078","CD013078_G3_N7",1
"CD013105","CD013105_G1_N3",1
"CD013105","CD013105_G10_N3",1
"CD013105","CD013105_G12_N1",1
"CD013105","CD013105_G13_N1",2
"CD013105","CD013105_G2_N3",1
"CD013105","CD013105_G3_N4",1
"CD013105","CD013105_G8_N1",1
"CD013111","CD013111_G3_N1",1
"CD013111","CD013111_G3_N2",1
"CD013111","CD013111_G3_N3",1
"CD013111","CD013111_G3_N4",1
"CD013111","CD013111_G3_N5",1
"CD013111","CD013111_G3_N6",1
"CD013111","CD013111_G3_N7",1
"CD013111","CD013111_G3_N8",1
"CD013166","CD013166_G1_N1",4
"CD013166","CD013166_G1_N2",3
"CD013166","CD013166_G1_N3",1
"CD013166","CD013166_G3_N1",2
"CD013166","CD013166_G3_N2",3
"CD013166","CD013166_G4_N1",1
"CD013197","CD013197_G1_N1",12
"CD013197","CD013197_G1_N10",16
"CD013197","CD013197_G1_N11",1
"CD013197","CD013197_G1_N12",19
"CD013197","CD013197_G1_N13",34
"CD013197","CD013197_G1_N14",21
"CD013197","CD013197_G1_N15",16
"CD013197","CD013197_G1_N16",22
"CD013197","CD013197_G1_N17",16
"CD013197","CD013197_G1_N2",5
"CD013197","CD013197_G1_N3",1
"CD013197","CD013197_G1_N4",21
"CD013197","CD013197_G1_N5",16
"CD013197","CD013197_G1_N6",11
"CD013197","CD013197_G1_N7",11
"CD013197","CD013197_G1_N8",6
"CD013197","CD013197_G1_N9",22
"CD013197","CD013197_G2_N1",2
"CD013197","CD013197_G2_N2",2
"CD013197","CD013197_G2_N3",2
"CD013197","CD013197_G2_N4",3
"CD013232","CD013232_G1_N1",1
"CD013232","CD013232_G11_N1",2
"CD013232","CD013232_G11_N14",2
"CD013232","CD013232_G11_N3",2
"CD013232","CD013232_G3_N3",5
"CD013255","CD013255_G1_N1",1
"CD013255","CD013255_G1_N2",2
"CD013255","CD013255_G10_N1",1
"CD013255","CD013255_G11_N1",2
"CD013255","CD013255_G11_N2",2
"CD013255","CD013255_G12_N1",2
"CD013255","CD013255_G13_N1",1
"CD013255","CD013255_G13_N2",1
"CD013255","CD013255_G14_N1",2
"CD013255","CD013255_G2_N1",3
"CD013255","CD013255_G2_N2",3
"CD013255","CD013255_G3_N1",7
"CD013255","CD013255_G3_N2",1
"CD013255","CD013255_G3_N3",7
"CD013255","CD013255_G4_N1",5
"CD013255","CD013255_G4_N5",3
"CD013255","CD013255_G4_N6",6
"CD013255","CD013255_G5_N1",1
"CD013255","CD013255_G5_N2",1
"CD013255","CD013255_G6_N2",9
"CD013255","CD013255_G7_N1",1
"CD013255","CD013255_G7_N2",2
"CD013255","CD013255_G7_N4",1
"CD013255","CD013255_G8_N2",2
"CD013255","CD013255_G9_N1",1
"CD013278","CD013278_G2_N1",2
"CD013278","CD013278_G2_N15",7
"CD013278","CD013278_G2_N24",1
"CD013278","CD013278_G2_N6",3
"CD013284","CD013284_G1_N1",5
"CD013284","CD013284_G1_N10",7
"CD013284","CD013284_G1_N11",5
"CD013284","CD013284_G1_N16",1
"CD013284","CD013284_G1_N2",18
"CD013284","CD013284_G1_N3",10
"CD013284","CD013284_G1_N4",10
"CD013284","CD013284_G1_N5",5
"CD013284","CD013284_G1_N6",4
"CD013284","CD013284_G1_N7",4
"CD013284","CD013284_G1_N8",3
"CD013284","CD013284_G1_N9",5
"CD013284","CD013284_G2_N1",6
"CD013342","CD013342_G1_N1",14
"CD013342","CD013342_G1_N10",2
"CD013342","CD013342_G1_N2",6
"CD013342","CD013342_G1_N3",15
"CD013342","CD013342_G1_N4",7
"CD013342","CD013342_G1_N6",1
"CD013342","CD013342_G1_N9",1
"CD013342","CD013342_G2_N1",3
"CD013342","CD013342_G2_N2",3
"CD013342","CD013342_G2_N5",1
"CD013342","CD013342_G2_N6",1
"CD013342","CD013342_G3_N1",1
"CD013342","CD013342_G3_N2",1
"CD013342","CD013342_G3_N3",1
"CD013342","CD013342_G3_N4",1
"CD013342","CD013342_G3_N6",1
"CD013342","CD013342_G3_N8",1
"CD013342","CD013342_G4_N1",13
"CD013342","CD013342_G4_N2",15
"CD013342","CD013342_G4_N3",3
"CD013342","CD013342_G4_N5",2
"CD013342","CD013342_G4_N6",1
"CD013342","CD013342_G4_N7",1
"CD013342","CD013342_G5_N1",4
"CD013342","CD013342_G5_N2",5
"CD013342","CD013342_G5_N5",1
"CD013342","CD013342_G5_N6",1
"CD013342","CD013342_G5_N7",1
"CD013342","CD013342_G6_N1",1
"CD013342","CD013342_G6_N2",2
"CD013342","CD013342_G7_N1",3
"CD013342","CD013342_G7_N4",1
"CD013342","CD013342_G8_N1",2
"CD013342","CD013342_G8_N2",3
"CD013342","CD013342_G8_N3",2
"CD013342","CD013342_G8_N5",1
"CD013342","CD013342_G8_N6",2
"CD013344","CD013344_G10_N1",1
"CD013344","CD013344_G10_N2",1
"CD013344","CD013344_G10_N3",1
"CD013344","CD013344_G10_N4",1
"CD013344","CD013344_G10_N6",1
"CD013344","CD013344_G11_N10",1
"CD013344","CD013344_G11_N11",1
"CD013344","CD013344_G2_N14",2
"CD013344","CD013344_G2_N3",2
"CD013344","CD013344_G2_N4",1
"CD013344","CD013344_G2_N5",1
"CD013344","CD013344_G2_N8",2
"CD013344","CD013344_G2_N9",1
"CD013344","CD013344_G3_N7",1
"CD013344","CD013344_G4_N1",1
"CD013344","CD013344_G4_N4",1
"CD013344","CD013344_G7_N1",1
"CD013344","CD013344_G7_N2",1
"CD013344","CD013344_G7_N3",1
"CD013344","CD013344_G8_N1",1
"CD013344","CD013344_G8_N2",1
"CD013344","CD013344_G9_N1",1
"CD013344","CD013344_G9_N2",1
"CD013344","CD013344_G9_N3",1
"CD013344","CD013344_G9_N4",1
"CD013344","CD013344_G9_N5",1
"CD013344","CD013344_G9_N6",1
"CD013366","CD013366_G1_N15",1
"CD013366","CD013366_G2_N1",1
"CD013366","CD013366_G2_N3",1
"CD013366","CD013366_G2_N5",1
"CD013366","CD013366_G2_N7",1
"CD013366","CD013366_G3_N2",1
"CD013366","CD013366_G3_N5",1
"CD013366","CD013366_G4_N1",1
"CD013366","CD013366_G4_N2",1
"CD013366","CD013366_G4_N3",1
"CD013366","CD013366_G5_N3",1
"CD013366","CD013366_G5_N4",1
"CD013366","CD013366_G6_N1",1
"CD013366","CD013366_G6_N7",1
"CD013366","CD013366_G7_N1",1
"CD013366","CD013366_G7_N4",1
"CD013366","CD013366_G7_N7",1
"CD013366","CD013366_G8_N9",1
"CD013366","CD013366_G9_N1",1
"CD013366","CD013366_G9_N2",1
"CD013366","CD013366_G9_N5",1
"CD013366","CD013366_G9_N7",1
"CD013377","CD013377_G1_N1",2
"CD013377","CD013377_G1_N2",1
"CD013377","CD013377_G1_N3",2
"CD013377","CD013377_G1_N4",1
"CD013377","CD013377_G2_N1",1
"CD013377","CD013377_G2_N2",2
"CD013377","CD013377_G2_N3",1
"CD013377","CD013377_G3_N1",1
"CD013377","CD013377_G4_N1",1
"CD013377","CD013377_G4_N2",1
"CD013377","CD013377_G4_N3",1
"CD013377","CD013377_G4_N4",1
"CD013377","CD013377_G4_N5",1
"CD013377","CD013377_G5_N1",1
"CD013377","CD013377_G6_N1",1
"CD013377","CD013377_G6_N2",1
"CD013377","CD013377_G7_N1",1
"CD013377","CD013377_G7_N2",1
"CD013396","CD013396_G1_N4",2
"CD013396","CD013396_G1_N5",1
"CD013396","CD013396_G1_N6",1
"CD013396","CD013396_G2_N1",1
"CD013396","CD013396_G3_N1",1
"CD013396","CD013396_G3_N3",1
"CD013396","CD013396_G4_N4",1
"CD013396","CD013396_G4_N5",1
"CD013396","CD013396_G4_N6",1
"CD013408","CD013408_G1_N5",1
"CD013421","CD013421_G4_N1",1
"CD013421","CD013421_G7_N5",1
"CD013425","CD013425_G1_N5",14
"CD013425","CD013425_G2_N8",14
"CD013429","CD013429_G1_N1",1
"CD013429","CD013429_G1_N10",4
"CD013429","CD013429_G1_N2",1
"CD013429","CD013429_G1_N5",4
"CD013429","CD013429_G1_N6",1
"CD013429","CD013429_G1_N7",3
"CD013429","CD013429_G1_N9",4
"CD013429","CD013429_G2_N1",4
"CD013429","CD013429_G2_N2",4
"CD013429","CD013429_G2_N3",4
"CD013429","CD013429_G2_N4",4
"CD013429","CD013429_G3_N1",2
"CD013429","CD013429_G3_N2",1
"CD013429","CD013429_G3_N4",1
"CD013429","CD013429_G4_N1",4
"CD013429","CD013429_G4_N2",4
"CD013429","CD013429_G4_N3",4
"CD013429","CD013429_G4_N4",4
"CD013429","CD013429_G5_N1",4
"CD013429","CD013429_G5_N2",6
"CD013429","CD013429_G5_N3",4
"CD013429","CD013429_G5_N4",6
"CD013429","CD013429_G6_N2",1
"CD013429","CD013429_G7_N1",2
"CD013429","CD013429_G7_N2",2
"CD013429","CD013429_G8_N1",1
"CD013462","CD013462_G1_N1",9
"CD013462","CD013462_G1_N2",12
"CD013462","CD013462_G1_N3",11
"CD013462","CD013462_G1_N4",11
"CD013462","CD013462_G1_N5",8
"CD013462","CD013462_G1_N6",4
"CD013462","CD013462_G2_N1",2
"CD013462","CD013462_G2_N2",2
"CD013462","CD013462_G2_N3",1
"CD013462","CD013462_G2_N4",2
"CD013462","CD013462_G2_N5",2
"CD013462","CD013462_G2_N6",1
"CD013462","CD013462_G2_N7",1
"CD013462","CD013462_G3_N1",18
"CD013462","CD013462_G4_N1",9
"CD013462","CD013462_G4_N2",2
"CD013462","CD013462_G5_N1",4
"CD013462","CD013462_G5_N2",5
"CD013462","CD013462_G6_N1",4
"CD013462","CD013462_G6_N2",6
"CD013462","CD013462_G7_N1",4
"CD013462","CD013462_G8_N1",2
"CD013462","CD013462_G8_N2",2
"CD013468","CD013468_G3_N2",1
"CD013468","CD013468_G4_N2",1
"CD013474","CD013474_G1_N1",3
"CD013474","CD013474_G1_N12",6
"CD013474","CD013474_G1_N13",6
"CD013474","CD013474_G1_N2",3
"CD013474","CD013474_G1_N4",5
"CD013474","CD013474_G1_N5",5
"CD013474","CD013474_G1_N6",5
"CD013474","CD013474_G1_N7",5
"CD013474","CD013474_G2_N1",3
"CD013474","CD013474_G2_N2",2
"CD013474","CD013474_G2_N3",3
"CD013474","CD013474_G2_N6",3
"CD013474","CD013474_G3_N1",1
"CD013508","CD013508_G1_N10",7
"CD013508","CD013508_G1_N11",10
"CD013508","CD013508_G1_N12",7
"CD013508","CD013508_G1_N9",10
"CD013539","CD013539_G1_N1",5
"CD013539","CD013539_G1_N2",1
