"analysis_id","review_id","outcome_type","measure","k","MAFI","MAFI_class","I2","estimate","pval","study_year"
"CD014914_G9_N3","CD014914","GENSUM","GEN_CI",8,0.41,"Moderate Fragility",95.8,-2.389,0.0022,2000
"CD014937_G1_N1","CD014937","GENSUM","GIV",31,0,"Robust",0,0,1,2012
"CD014937_G1_N10","CD014937","GENSUM","GIV",16,0.06,"Robust",0,0,1,2011.5
"CD014937_G1_N11","CD014937","GENSUM","GIV",29,0,"Robust",0,0,1,2014
"CD014937_G1_N12","CD014937","GENSUM","GIV",57,0,"Robust",0,0,1,2015
"CD014937_G1_N13","CD014937","GENSUM","GIV",43,0,"Robust",0,0,1,2015
"CD014937_G1_N14","CD014937","GENSUM","GIV",11,0.135,"Robust",0,0,1,2018
"CD014937_G1_N15","CD014937","GENSUM","GIV",32,0,"Robust",0,0,1,2013
"CD014937_G1_N17","CD014937","GENSUM","GIV",5,0.225,"Low Fragility",0,0,1,2022
"CD014937_G1_N19","CD014937","GENSUM","GIV",3,0.255,"Low Fragility",0,0,1,2019
"CD014937_G1_N2","CD014937","GENSUM","GIV",3,0.255,"Low Fragility",0,0,1,2019
"CD014937_G1_N20","CD014937","GENSUM","GIV",20,0,"Robust",0,0,1,2012
"CD014937_G1_N21","CD014937","GENSUM","GIV",26,0,"Robust",0,0,1,2013
"CD014937_G1_N22","CD014937","GENSUM","GIV",20,0,"Robust",0,0,1,2012
"CD014937_G1_N5","CD014937","GENSUM","GIV",22,0,"Robust",0,0,1,2012
"CD014937_G1_N9","CD014937","GENSUM","GIV",22,0,"Robust",0,0,1,2016
"CD014937_G2_N1","CD014937","GENSUM","GIV",3,0.255,"Low Fragility",0,0,1,1997
"CD014937_G2_N3","CD014937","GENSUM","GIV",10,0.15,"Robust",0,0,1,2007
"CD014937_G2_N7","CD014937","GENSUM","GIV",8,0.18,"Low Fragility",0,0,1,1999.5
"CD014937_G2_N8","CD014937","GENSUM","GIV",8,0.18,"Low Fragility",0,0,1,1999.5
"CD014944_G5_N1","CD014944","GENSUM","GIV",3,0.255,"Low Fragility",0,0,1,2000
"CD014964_G1_N1","CD014964","GENSUM","GEN_CI",56,0.199,"Low Fragility",95.4,-0.4692,0,2020
"CD014964_G1_N2","CD014964","GENSUM","GEN_CI",43,0.219,"Low Fragility",98.7,-38.8909,0,2020
"CD014964_G1_N3","CD014964","GENSUM","GIV",25,0.267,"Low Fragility",82.6,0.1711,0.0814,NA
"CD014964_G1_N4","CD014964","GENSUM","GEN_CI",50,0.153,"Low Fragility",75.4,1.3203,0,2020
"CD014964_G1_N5","CD014964","GENSUM","GEN_CI",40,0.022,"Robust",0,0.4117,0.0043,2020
"CD014964_G1_N6","CD014964","GENSUM","GEN_CI",13,0.42,"Moderate Fragility",79.2,-0.1339,0.4569,NA
"CD014964_G1_N7","CD014964","GENSUM","GEN_CI",15,0.091,"Robust",0,0.5913,0,NA
"CD014964_G2_N1","CD014964","GENSUM","GEN_CI",40,0.204,"Low Fragility",96.3,-0.4788,0,2020
"CD014964_G2_N2","CD014964","GENSUM","GEN_CI",47,0.196,"Low Fragility",92.7,-0.4277,0,2020
"CD014964_G2_N3","CD014964","GENSUM","GEN_CI",60,0.199,"Low Fragility",95.4,-0.4495,0,2020
"CD014964_G2_N4","CD014964","GENSUM","GEN_CI",55,0.199,"Low Fragility",95.6,-0.4714,0,2020
"CD014964_G2_N5","CD014964","GENSUM","GEN_CI",56,0.199,"Low Fragility",95.4,-0.4692,0,2020
"CD014964_G2_N6","CD014964","GENSUM","GEN_CI",20,0.215,"Low Fragility",95,-0.4258,0.0056,NA
"CD014964_G2_N7","CD014964","GENSUM","GEN_CI",21,0.208,"Low Fragility",94.3,-0.372,5e-04,NA
"CD014964_G3_N1","CD014964","GENSUM","GEN_CI",34,0.206,"Low Fragility",96.4,-28.6651,0,2020
"CD014964_G3_N2","CD014964","GENSUM","GEN_CI",36,0.207,"Low Fragility",96.2,-25.9394,0,2020
"CD014964_G3_N3","CD014964","GENSUM","GEN_CI",45,0.22,"Low Fragility",99.2,-36.0162,0,2020
"CD014964_G3_N4","CD014964","GENSUM","GEN_CI",43,0.219,"Low Fragility",98.7,-38.8909,0,2020
"CD014964_G3_N5","CD014964","GENSUM","GEN_CI",18,0.242,"Low Fragility",94.1,-36.8993,0.0019,NA
"CD014964_G3_N6","CD014964","GENSUM","GEN_CI",21,0.22,"Low Fragility",98.8,-30.459,0.0084,NA
"CD014964_G4_N1","CD014964","GENSUM","GIV",21,0.235,"Low Fragility",83.7,0.1646,0.1506,NA
"CD014964_G4_N2","CD014964","GENSUM","GIV",22,0.233,"Low Fragility",84.4,0.1607,0.1458,NA
"CD014964_G4_N3","CD014964","GENSUM","GIV",25,0.267,"Low Fragility",82.6,0.1711,0.0814,NA
"CD014964_G4_N4","CD014964","GENSUM","GIV",25,0.267,"Low Fragility",82.6,0.1711,0.0814,NA
"CD014964_G4_N5","CD014964","GENSUM","GIV",4,0.327,"Moderate Fragility",0,0.141,0.0976,NA
"CD014964_G4_N6","CD014964","GENSUM","GIV",9,0.364,"Moderate Fragility",77.9,0.411,0.0124,NA
"CD014964_G5_N1","CD014964","GENSUM","GEN_CI",37,0.15,"Low Fragility",73.8,1.276,0,2020
"CD014964_G5_N2","CD014964","GENSUM","GEN_CI",38,0.148,"Robust",72.9,1.2834,0,2020
"CD014964_G5_N3","CD014964","GENSUM","GEN_CI",54,0.153,"Low Fragility",75.4,1.3034,0,2020
"CD014964_G5_N4","CD014964","GENSUM","GEN_CI",49,0.155,"Low Fragility",76.5,1.3293,0,2020
"CD014964_G5_N5","CD014964","GENSUM","GEN_CI",50,0.153,"Low Fragility",75.4,1.3203,0,2020
"CD014964_G5_N6","CD014964","GENSUM","GEN_CI",6,0.402,"Moderate Fragility",89.7,1.3251,0,NA
"CD014964_G6_N1","CD014964","GENSUM","GEN_CI",29,0.065,"Robust",0,0.3915,0.0307,2020
"CD014964_G6_N2","CD014964","GENSUM","GEN_CI",40,0.022,"Robust",0,0.4117,0.0043,2020
"CD014964_G6_N3","CD014964","GENSUM","GEN_CI",39,0.022,"Robust",0,0.4104,0.0044,2020
"CD014964_G6_N4","CD014964","GENSUM","GEN_CI",18,0.123,"Robust",0,0.5243,0.0191,2020
"CD014964_G7_N1","CD014964","GENSUM","GEN_CI",9,0.546,"High Fragility",85.5,-0.2046,0.4434,NA
"CD014964_G7_N2","CD014964","GENSUM","GEN_CI",10,0.526,"High Fragility",84,-0.1565,0.5207,NA
"CD014964_G7_N3","CD014964","GENSUM","GEN_CI",13,0.42,"Moderate Fragility",79.2,-0.1339,0.4569,NA
"CD014964_G7_N5","CD014964","GENSUM","GEN_CI",3,0.507,"High Fragility",0,-0.2716,0.0058,NA
"CD014964_G8_N1","CD014964","DICH","logOR",11,0.219,"Low Fragility",0,0.5456,0.011,NA
"CD014964_G8_N2","CD014964","GENSUM","GEN_CI",11,0.144,"Robust",0,0.611,0,NA
"CD014964_G8_N3","CD014964","GENSUM","GEN_CI",17,0.061,"Robust",0,0.5903,0,NA
"CD014964_G8_N4","CD014964","GENSUM","GEN_CI",15,0.091,"Robust",0,0.5913,0,NA
"CD014964_G8_N5","CD014964","DICH","logOR",3,0.505,"High Fragility",0,0.018,0.9899,NA
"CD014965_G1_N1","CD014965","GENSUM","GIV",4,0.24,"Low Fragility",0,0,1,2008.5
"CD014965_G1_N14","CD014965","GENSUM","GIV",3,0.255,"Low Fragility",0,0,1,2016
"CD014965_G1_N15","CD014965","GENSUM","GIV",5,0.225,"Low Fragility",0,0,1,2009
"CD014965_G1_N16","CD014965","GENSUM","GIV",4,0.24,"Low Fragility",0,0,1,2011
"CD014965_G1_N18","CD014965","GENSUM","GIV",3,0.255,"Low Fragility",0,0,1,2009
"CD014965_G1_N19","CD014965","GENSUM","GIV",3,0.255,"Low Fragility",0,0,1,2009
"CD014965_G1_N24","CD014965","GENSUM","GIV",5,0.225,"Low Fragility",0,0,1,2009
"CD014965_G1_N5","CD014965","GENSUM","GIV",3,0.255,"Low Fragility",0,0,1,2009
"CD014965_G1_N6","CD014965","GENSUM","GIV",5,0.225,"Low Fragility",0,0,1,2009
"CD014965_G1_N7","CD014965","GENSUM","GIV",5,0.225,"Low Fragility",0,0,1,2009
"CD014965_G6_N1","CD014965","GENSUM","GIV",11,0.135,"Robust",0,0,1,2009
"CD014965_G6_N2","CD014965","GENSUM","GIV",7,0.195,"Low Fragility",0,0,1,2009
"CD014966_G1_N1","CD014966","GENSUM","GIV",3,0.255,"Low Fragility",0,0,1,2010
"CD014966_G1_N2","CD014966","GENSUM","GIV",6,0.414,"Moderate Fragility",43.2,0.0658,0.2613,2020
"CD014966_G1_N4","CD014966","GENSUM","GIV",3,0.255,"Low Fragility",0,0,1,2014
"CD014966_G3_N1","CD014966","GENSUM","GIV",6,0.21,"Low Fragility",0,0,1,2018.5
"CD015003_G1_N4","CD015003","GENSUM","GIV",4,0.24,"Low Fragility",0,0,1,1998
"CD015014_G1_N12","CD015014","GENSUM","GIV",4,0.521,"High Fragility",74.6,-0.0687,0.4652,2014.5
"CD015014_G1_N18","CD015014","GENSUM","GIV",4,0.628,"High Fragility",81.5,0.0767,0.7025,2014
"CD015014_G1_N28","CD015014","GENSUM","GIV",12,0.235,"Low Fragility",0,-0.0475,0.005,2017
"CD015014_G1_N29","CD015014","GENSUM","GIV",12,0.235,"Low Fragility",0,-0.0475,0.005,2017
"CD015014_G1_N30","CD015014","GENSUM","GIV",12,0.235,"Low Fragility",0,-0.0475,0.005,2017
"CD015014_G1_N39","CD015014","GENSUM","GIV",6,0.467,"Moderate Fragility",68.2,-0.0903,0.3391,2014.5
"CD015014_G1_N40","CD015014","GENSUM","GIV",5,0.582,"High Fragility",94.8,-2.0055,0.0565,2014
"CD015014_G1_N41","CD015014","GENSUM","GIV",5,0.582,"High Fragility",94.8,-2.0055,0.0565,2014
"CD015014_G1_N42","CD015014","GENSUM","GIV",5,0.582,"High Fragility",94.8,-2.0055,0.0565,2014
"CD015014_G1_N43","CD015014","GENSUM","GIV",5,0.582,"High Fragility",94.8,-2.0055,0.0565,2014
"CD015033_G1_N2","CD015033","GENSUM","GIV",3,0.255,"Low Fragility",0,0,1,2011
"CD015040_G1_N3","CD015040","GENSUM","GIV",5,0.225,"Low Fragility",0,0,1,2019
"CD015040_G2_N1","CD015040","GENSUM","GIV",7,0.195,"Low Fragility",0,0,1,2019
"CD015040_G2_N2","CD015040","GENSUM","GIV",5,0.225,"Low Fragility",0,0,1,2019
"CD015042_G1_N1","CD015042","GENSUM","GIV",3,0.255,"Low Fragility",0,0,1,2004.5
"CD015042_G1_N3","CD015042","GENSUM","GIV",7,0.195,"Low Fragility",0,0,1,2009
"CD015064_G5_N1","CD015064","GENSUM","GIV",3,0.255,"Low Fragility",0,0,1,2005
"CD015083_G1_N1","CD015083","GENSUM","GIV",18,0.186,"Low Fragility",26.1,-0.0734,0.0929,2020.5
"CD015083_G1_N10","CD015083","GENSUM","GIV",8,0.392,"Moderate Fragility",0,-0.0686,0.6518,2019
"CD015083_G1_N11","CD015083","GENSUM","GIV",24,0.015,"Robust",0,0.1285,0,2020
"CD015083_G1_N12","CD015083","GENSUM","GIV",12,0.379,"Moderate Fragility",93.8,0.5524,0.0779,2019
"CD015083_G1_N2","CD015083","GENSUM","GIV",15,0.213,"Low Fragility",13.1,-0.0583,0.2172,2021
"CD015083_G1_N3","CD015083","GENSUM","GIV",10,0.33,"Moderate Fragility",0,0.0416,0.7671,2017.5
"CD015083_G1_N4","CD015083","GENSUM","GIV",12,0.211,"Low Fragility",0,-0.1717,0.1228,2016
"CD015083_G1_N5","CD015083","GENSUM","GIV",39,0.178,"Low Fragility",69.3,-0.2417,0.0166,2018
"CD015083_G1_N6","CD015083","GENSUM","GIV",48,0.16,"Low Fragility",67.8,-0.1224,0.0037,2018
"CD015083_G1_N7","CD015083","GENSUM","GIV",10,0.523,"High Fragility",53.9,-0.2085,0.5452,2018.5
"CD015083_G1_N8","CD015083","GENSUM","GIV",9,0.348,"Moderate Fragility",0,-0.0604,0.5773,2021
"CD015083_G1_N9","CD015083","GENSUM","GIV",7,0.388,"Moderate Fragility",0,-0.0526,0.5125,2021
"CD015083_G2_N10","CD015083","GENSUM","GIV",9,0.337,"Moderate Fragility",0,-0.0777,0.6043,2020
"CD015083_G2_N11","CD015083","GENSUM","GIV",35,0.022,"Robust",5.6,0.142,0,2019
"CD015083_G2_N12","CD015083","GENSUM","GIV",14,0.358,"Moderate Fragility",94.3,0.4578,0.0897,2019
"CD015083_G2_N2","CD015083","GENSUM","GIV",19,0.155,"Low Fragility",2.5,-0.0595,0.0553,2021
"CD015083_G2_N3","CD015083","GENSUM","GIV",12,0.295,"Low Fragility",0,0.0241,0.8541,2017.5
"CD015083_G2_N4","CD015083","GENSUM","GIV",12,0.211,"Low Fragility",0,-0.1717,0.1228,2016
"CD015083_G2_N5","CD015083","GENSUM","GIV",56,0.165,"Low Fragility",69.1,-0.2851,2e-04,2018
"CD015083_G2_N6","CD015083","GENSUM","GIV",67,0.112,"Robust",50.3,-0.1378,0,2018
"CD015083_G2_N7","CD015083","GENSUM","GIV",11,0.491,"Moderate Fragility",50.5,-0.2038,0.5432,2020
"CD015083_G2_N8","CD015083","GENSUM","GIV",12,0.224,"Low Fragility",0,-0.0676,0.4874,2021
"CD015083_G2_N9","CD015083","GENSUM","GIV",11,0.404,"Moderate Fragility",45.8,-0.0463,0.5879,2021
"CD015083_G3_N1","CD015083","GENSUM","GIV",18,0.186,"Low Fragility",26.1,-0.0735,0.0926,2020.5
"CD015083_G3_N10","CD015083","GENSUM","GIV",8,0.392,"Moderate Fragility",0,-0.0686,0.6518,2019
"CD015083_G3_N11","CD015083","GENSUM","GIV",24,0.015,"Robust",0,0.1288,0,2020
"CD015083_G3_N12","CD015083","GENSUM","GIV",12,0.379,"Moderate Fragility",93.8,0.5524,0.0779,2019
"CD015083_G3_N2","CD015083","GENSUM","GIV",15,0.213,"Low Fragility",13.1,-0.0589,0.2145,2021
"CD015083_G3_N3","CD015083","GENSUM","GIV",10,0.33,"Moderate Fragility",0,0.0416,0.7671,2017.5
"CD015083_G3_N4","CD015083","GENSUM","GIV",12,0.211,"Low Fragility",0,-0.1717,0.1228,2016
"CD015083_G3_N5","CD015083","GENSUM","GIV",39,0.178,"Low Fragility",69.3,-0.2417,0.0166,2018
"CD015083_G3_N6","CD015083","GENSUM","GIV",48,0.16,"Low Fragility",67.8,-0.1224,0.0037,2018
"CD015083_G3_N7","CD015083","GENSUM","GIV",10,0.523,"High Fragility",53.9,-0.2086,0.5449,2018.5
"CD015083_G3_N8","CD015083","GENSUM","GIV",9,0.348,"Moderate Fragility",0,-0.0604,0.5773,2021
"CD015083_G3_N9","CD015083","GENSUM","GIV",7,0.317,"Moderate Fragility",0,-0.1015,0.2066,2021
"CD015083_G4_N1","CD015083","GENSUM","GIV",18,0.186,"Low Fragility",26.1,-0.0734,0.0929,2020.5
"CD015083_G4_N10","CD015083","GENSUM","GIV",8,0.392,"Moderate Fragility",0,-0.0686,0.6518,2019
"CD015083_G4_N11","CD015083","GENSUM","GIV",24,0.015,"Robust",0,0.1287,0,2020
"CD015083_G4_N12","CD015083","GENSUM","GIV",12,0.379,"Moderate Fragility",93.8,0.5524,0.0779,2019
"CD015083_G4_N2","CD015083","GENSUM","GIV",15,0.213,"Low Fragility",13.1,-0.0589,0.2145,2021
"CD015083_G4_N3","CD015083","GENSUM","GIV",10,0.33,"Moderate Fragility",0,0.0416,0.7671,2017.5
"CD015083_G4_N4","CD015083","GENSUM","GIV",12,0.211,"Low Fragility",0,-0.1717,0.1228,2016
"CD015083_G4_N5","CD015083","GENSUM","GIV",39,0.178,"Low Fragility",69.3,-0.2417,0.0166,2018
"CD015083_G4_N6","CD015083","GENSUM","GIV",48,0.16,"Low Fragility",67.8,-0.1224,0.0037,2018
"CD015083_G4_N7","CD015083","GENSUM","GIV",10,0.523,"High Fragility",53.9,-0.2086,0.5449,2018.5
"CD015083_G4_N8","CD015083","GENSUM","GIV",9,0.348,"Moderate Fragility",0,-0.0604,0.5773,2021
"CD015083_G4_N9","CD015083","GENSUM","GIV",7,0.317,"Moderate Fragility",0,-0.1015,0.2066,2021
"CD015083_G5_N1","CD015083","GENSUM","GIV",18,0.186,"Low Fragility",26.1,-0.0734,0.0929,2020.5
"CD015083_G5_N10","CD015083","GENSUM","GIV",8,0.392,"Moderate Fragility",0,-0.0686,0.6518,2019
"CD015083_G5_N11","CD015083","GENSUM","GIV",24,0.015,"Robust",0,0.1287,0,2020
"CD015083_G5_N12","CD015083","GENSUM","GIV",12,0.379,"Moderate Fragility",93.8,0.5524,0.0779,2019
"CD015083_G5_N2","CD015083","GENSUM","GIV",15,0.213,"Low Fragility",13.1,-0.0589,0.2145,2021
"CD015083_G5_N3","CD015083","GENSUM","GIV",10,0.33,"Moderate Fragility",0,0.0416,0.7671,2017.5
"CD015083_G5_N4","CD015083","GENSUM","GIV",12,0.211,"Low Fragility",0,-0.1717,0.1228,2016
"CD015083_G5_N5","CD015083","GENSUM","GIV",39,0.178,"Low Fragility",69.3,-0.2417,0.0166,2018
"CD015083_G5_N6","CD015083","GENSUM","GIV",48,0.16,"Low Fragility",67.9,-0.1224,0.0037,2018
"CD015083_G5_N7","CD015083","GENSUM","GIV",10,0.523,"High Fragility",53.9,-0.2086,0.5449,2018.5
"CD015083_G5_N8","CD015083","GENSUM","GIV",9,0.348,"Moderate Fragility",0,-0.0604,0.5773,2021
"CD015083_G5_N9","CD015083","GENSUM","GIV",7,0.317,"Moderate Fragility",0,-0.1015,0.2066,2021
"CD015083_G6_N1","CD015083","GENSUM","GIV",18,0.186,"Low Fragility",26.1,-0.0734,0.0929,2020.5
"CD015083_G6_N10","CD015083","GENSUM","GIV",8,0.392,"Moderate Fragility",0,-0.0686,0.6518,2019
"CD015083_G6_N11","CD015083","GENSUM","GIV",24,0.015,"Robust",0,0.1287,0,2020
"CD015083_G6_N12","CD015083","GENSUM","GIV",12,0.379,"Moderate Fragility",93.8,0.5524,0.0779,2019
"CD015083_G6_N2","CD015083","GENSUM","GIV",15,0.213,"Low Fragility",13.1,-0.059,0.2143,2021
"CD015083_G6_N3","CD015083","GENSUM","GIV",10,0.33,"Moderate Fragility",0,0.0416,0.7671,2017.5
"CD015083_G6_N4","CD015083","GENSUM","GIV",12,0.211,"Low Fragility",0,-0.1717,0.1228,2016
"CD015083_G6_N5","CD015083","GENSUM","GIV",39,0.178,"Low Fragility",69.3,-0.2417,0.0166,2018
"CD015083_G6_N6","CD015083","GENSUM","GIV",48,0.16,"Low Fragility",67.8,-0.1224,0.0037,2018
"CD015083_G6_N7","CD015083","GENSUM","GIV",10,0.523,"High Fragility",53.9,-0.2086,0.5449,2018.5
"CD015083_G6_N8","CD015083","GENSUM","GIV",9,0.348,"Moderate Fragility",0,-0.0604,0.5773,2021
"CD015083_G6_N9","CD015083","GENSUM","GIV",7,0.317,"Moderate Fragility",0,-0.1015,0.2066,2021
"CD015083_G7_N1","CD015083","GENSUM","GIV",18,0.186,"Low Fragility",26.1,-0.0734,0.0929,2020.5
"CD015083_G7_N10","CD015083","GENSUM","GIV",8,0.392,"Moderate Fragility",0,-0.0686,0.6518,2019
"CD015083_G7_N11","CD015083","GENSUM","GIV",24,0.015,"Robust",0,0.1287,0,2020
"CD015083_G7_N12","CD015083","GENSUM","GIV",12,0.379,"Moderate Fragility",93.8,0.5524,0.0779,2019
"CD015083_G7_N2","CD015083","GENSUM","GIV",15,0.213,"Low Fragility",13.1,-0.0589,0.2145,2021
"CD015083_G7_N3","CD015083","GENSUM","GIV",10,0.33,"Moderate Fragility",0,0.0416,0.7671,2017.5
"CD015083_G7_N4","CD015083","GENSUM","GIV",12,0.211,"Low Fragility",0,-0.1717,0.1228,2016
"CD015083_G7_N5","CD015083","GENSUM","GIV",39,0.178,"Low Fragility",69.3,-0.2417,0.0166,2018
"CD015083_G7_N6","CD015083","GENSUM","GIV",48,0.16,"Low Fragility",67.8,-0.1224,0.0037,2018
"CD015083_G7_N7","CD015083","GENSUM","GIV",10,0.523,"High Fragility",53.9,-0.2086,0.5449,2018.5
"CD015083_G7_N8","CD015083","GENSUM","GIV",9,0.348,"Moderate Fragility",0,-0.0604,0.5773,2021
"CD015083_G7_N9","CD015083","GENSUM","GIV",7,0.317,"Moderate Fragility",0,-0.1015,0.2066,2021
"CD015083_G8_N10","CD015083","GENSUM","GIV",7,0.373,"Moderate Fragility",0,0.1009,0.0204,2017
"CD015083_G8_N5","CD015083","GENSUM","GIV",9,0.452,"Moderate Fragility",58.5,-0.4833,0.0222,2017
"CD015083_G8_N6","CD015083","GENSUM","GIV",10,0.363,"Moderate Fragility",47.4,-0.1768,0.0129,2014.5
"CD015083_G8_N7","CD015083","GENSUM","GIV",4,0.515,"High Fragility",0,-0.0109,0.978,2018.5
"CD015087_G2_N1","CD015087","DICH","logOR",4,0.277,"Low Fragility",0,0.1213,0.7183,NA
"CD015087_G2_N3","CD015087","GENSUM","GEN_CI",5,0.247,"Low Fragility",0,0.6338,0,NA
"CD015087_G2_N5","CD015087","GENSUM","GEN_CI",7,0.362,"Moderate Fragility",64.2,0.6279,7e-04,NA
"CD015087_G2_N6","CD015087","GENSUM","GEN_CI",7,0.435,"Moderate Fragility",79.4,-0.1291,0.0969,NA
"CD015087_G3_N13","CD015087","GENSUM","GEN_CI",3,0.741,"High Fragility",98.8,3.0289,0.0237,NA
"CD015087_G3_N15","CD015087","GENSUM","GEN_CI",5,0.597,"High Fragility",0,0.2266,0.0418,NA
"CD015087_G3_N16","CD015087","DICH","logOR",5,0.361,"Moderate Fragility",0,0.423,0.5405,NA
"CD015087_G3_N2","CD015087","GENSUM","GEN_CI",3,0.696,"High Fragility",99.6,-2.6218,0.2371,NA
"CD015087_G3_N3","CD015087","GENSUM","GEN_CI",3,0.522,"High Fragility",0,0.5293,0.0069,NA
"CD015087_G3_N9","CD015087","GENSUM","GEN_CI",3,0.443,"Moderate Fragility",65.3,0.7536,7e-04,NA
"CD015087_G4_N1","CD015087","DICH","logOR",4,0.43,"Moderate Fragility",0,0.2844,0.7657,NA
"CD015087_G4_N6","CD015087","GENSUM","GEN_CI",4,0.36,"Moderate Fragility",53.4,1.0849,0,NA
"CD015087_G4_N9","CD015087","GENSUM","GEN_CI",4,0.396,"Moderate Fragility",0,0.8826,0.0015,NA
"CD015120_G16_N1","CD015120","GENSUM","GIV",3,0.633,"High Fragility",47.4,-0.1468,0.5043,2016
"CD015120_G18_N1","CD015120","GENSUM","GIV",3,0.61,"High Fragility",2.3,-0.0363,0.8025,2017
"CD015120_G24_N1","CD015120","GENSUM","GIV",3,0.438,"Moderate Fragility",0,-0.2747,0.2638,2014
"CD015120_G29_N1","CD015120","GENSUM","GIV",5,0.515,"High Fragility",0,-0.0923,0.7984,2015
"CD015120_G3_N1","CD015120","GENSUM","GIV",4,0.695,"High Fragility",40.2,0.1146,0.7354,2013
"CD015120_G30_N1","CD015120","GENSUM","GIV",3,0.4,"Moderate Fragility",0,-0.7142,0.0195,2015
"CD015120_G32_N1","CD015120","GENSUM","GIV",4,0.565,"High Fragility",0,0.1078,0.7984,2015
"CD015120_G33_N1","CD015120","GENSUM","GIV",3,0.572,"High Fragility",0,0.0314,0.9414,2004
"CD015124_G1_N1","CD015124","GENSUM","GIV",4,0.256,"Low Fragility",0,-0.0396,8e-04,2012.5
"CD015124_G2_N1","CD015124","GENSUM","GIV",8,0.198,"Low Fragility",0,-0.7514,0,2012
"CD015124_G3_N1","CD015124","GENSUM","GIV",4,0.311,"Moderate Fragility",0,-0.0966,0.528,2009.5
"CD015124_G4_N1","CD015124","GENSUM","GIV",5,0.321,"Moderate Fragility",31.6,-0.7327,7e-04,2009
"CD015124_G5_N1","CD015124","GENSUM","GIV",4,0.691,"High Fragility",50.7,0.0383,0.8781,2009.5
"CD015134_G1_N5","CD015134","GENSUM","GIV",3,0.255,"Low Fragility",0,0,1,2023
"CD015140_G1_N1","CD015140","GENSUM","GIV",3,0.972,"High Fragility",0,-0.6139,1e-04,2022
"CD015140_G1_N2","CD015140","GENSUM","GIV",3,0.972,"High Fragility",0,-0.6139,1e-04,2022
"CD015140_G1_N3","CD015140","GENSUM","GIV",5,0.405,"Moderate Fragility",74.7,-0.8604,5e-04,2014
"CD015140_G1_N4","CD015140","GENSUM","GIV",5,0.405,"Moderate Fragility",74.7,-0.8604,5e-04,2014
"CD015140_G1_N9","CD015140","GENSUM","GIV",10,0.229,"Low Fragility",0,0.0592,0.3244,2022
"CD015140_G2_N1","CD015140","GENSUM","GIV",4,0.528,"High Fragility",57.8,-0.243,0.2592,2021.5
"CD015140_G2_N10","CD015140","GENSUM","GIV",8,0.321,"Moderate Fragility",58.4,-0.581,5e-04,2021.5
"CD015140_G2_N11","CD015140","GENSUM","GIV",8,0.347,"Moderate Fragility",69,-0.6101,0.0013,2021.5
"CD015140_G2_N2","CD015140","GENSUM","GIV",6,0.536,"High Fragility",39.6,-0.1953,0.2962,2022
"CD015140_G2_N3","CD015140","GENSUM","GIV",6,0.492,"Moderate Fragility",61.1,-0.2356,0.3165,2022
"CD015140_G2_N4","CD015140","GENSUM","GIV",4,0.521,"High Fragility",52,-0.3642,0.2369,2021.5
"CD015140_G2_N5","CD015140","GENSUM","GIV",6,0.438,"Moderate Fragility",44.1,-0.2692,0.1786,2022
"CD015140_G2_N6","CD015140","GENSUM","GIV",4,0.439,"Moderate Fragility",77.9,-0.6219,0.0047,2021.5
"CD015140_G2_N7","CD015140","GENSUM","GIV",8,0.339,"Moderate Fragility",65.5,-0.5757,9e-04,2021.5
"CD015140_G2_N8","CD015140","GENSUM","GIV",4,0.542,"High Fragility",78.4,-0.5135,0.0848,2021.5
"CD015140_G2_N9","CD015140","GENSUM","GIV",6,0.389,"Moderate Fragility",70.9,-0.6333,0.0083,2022
"CD015145_G1_N1","CD015145","GENSUM","GEN_CI",6,0.505,"High Fragility",90.4,-11.6218,0.0153,2020.5
"CD015145_G1_N10","CD015145","GENSUM","GEN_CI",6,0.505,"High Fragility",90.4,-11.6218,0.0153,2020.5
"CD015145_G1_N11","CD015145","GENSUM","GEN_CI",6,0.505,"High Fragility",90.4,-11.6218,0.0153,2020.5
"CD015145_G1_N12","CD015145","GENSUM","GEN_CI",6,0.505,"High Fragility",90.4,-11.6218,0.0153,2020.5
"CD015145_G1_N13","CD015145","GENSUM","GEN_CI",6,0.505,"High Fragility",90.4,-11.6218,0.0153,2020.5
"CD015145_G1_N14","CD015145","GENSUM","GEN_CI",6,0.505,"High Fragility",90.4,-11.6218,0.0153,2020.5
"CD015145_G1_N15","CD015145","GENSUM","GEN_CI",6,0.505,"High Fragility",90.4,-11.6218,0.0153,2020.5
"CD015145_G1_N16","CD015145","GENSUM","GEN_CI",6,0.505,"High Fragility",90.4,-11.6218,0.0153,2020.5
"CD015145_G1_N6","CD015145","GENSUM","GEN_CI",4,0.727,"High Fragility",86.9,-9.0943,0.0258,2021.5
"CD015145_G1_N7","CD015145","GENSUM","GEN_CI",3,0.682,"High Fragility",99.4,-13.9107,0.176,2021
"CD015145_G2_N1","CD015145","GENSUM","GEN_CI",4,0.657,"High Fragility",97.4,-14.2683,0.0199,2016.5
"CD015145_G2_N10","CD015145","GENSUM","GEN_CI",4,0.657,"High Fragility",97.4,-14.2683,0.0199,2016.5
"CD015145_G2_N11","CD015145","GENSUM","GEN_CI",4,0.657,"High Fragility",97.4,-14.2683,0.0199,2016.5
"CD015145_G2_N12","CD015145","GENSUM","GEN_CI",4,0.657,"High Fragility",97.4,-14.2683,0.0199,2016.5
